ID,prompt,model,repeat,status,error,premise,hypothesis,raw_KB,lemmatized_KB,changed_argument_occurrences,unchanged_argument_occurrences,absent_argument_occurrences,ambiguous_argument_occurrences,empty_argument_occurrences,mapping_details_json
4662948361.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,valid,,An orange car is driving across a steel bridge in a city.,A car is driving across a bridge.,"isa_wn(steel bridge, bridge)","[[""steel bridge"",""bridge""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""steel bridge"",""lemma"":""steel bridge"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""steel bridge"",""pos_tags"":[""NN"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""bridge"",""lemma"":""bridge"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""bridge"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""bridge"",""pos_tags"":[""NN""]}]}]"
466956209.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,non_entailment,,A distant person is climbing up a very sheer mountain.,People are outside climbing.,NO_RELATION,,0,0,0,0,0,
4688301633.jpg#3r1n,lasha,openai/gpt-5.4-mini,1,valid,,A surgeon is performing an open surgery.,A doctor is doing some kind of medical operation.,"isa_wn(surgeon, doctor); isa_wn(open surgery, medical operation); isa_wn(perform, do)","[[""open surgery"",""medical operation""],[""perform"",""do""],[""surgeon"",""doctor""]]",0,4,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""open surgery"",""lemma"":""open surgery"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""open surgery"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""medical operation"",""lemma"":""medical operation"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""medical operation"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""perform"",""lemma"":""perform"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""do"",""lemma"":""do"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":3,""argument_index"":1,""argument"":""surgeon"",""lemma"":""surgeon"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""surgeon"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""doctor"",""lemma"":""doctor"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""doctor"",""pos_tags"":[""NN""]}]}]"
4697314878.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,valid,,"A man walks away from a bright yellow, red and blue bounce house.",A man leaves a brightly colored bounce house.,"isa_wn(walk away, leave); isa_wn(bright yellow, brightly colored); isa_wn(red and blue, brightly colored)","[[""bright yellow"",""brightly color""],[""red and blue"",""brightly color""],[""walk away"",""leave""]]",2,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""bright yellow"",""lemma"":""bright yellow"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""bright yellow"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""brightly colored"",""lemma"":""brightly color"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""brightly colored"",""pos_tags"":[""RB"",""VBN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""red and blue"",""lemma"":""red and blue"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""red and blue"",""pos_tags"":[""JJ"",""CC"",""JJ""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""brightly colored"",""lemma"":""brightly color"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""brightly colored"",""pos_tags"":[""RB"",""VBN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""walk away"",""lemma"":""walk away"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":3,""argument_index"":2,""argument"":""leave"",""lemma"":""leave"",""decision"":""absent"",""POS_evidence"":[]}]"
4703790336.jpg#2r1n,lasha,openai/gpt-5.4-mini,1,non_entailment,,A woman in a yellow dress transporting picked food from the fields to wherever it may need to go.,A woman transports her crops from the fields,NO_RELATION,,0,0,0,0,0,
4704577040.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,valid,,A thin man in a maroon shirt standing next to a pay phone.,A man is standing next to a payphone wearing a maroon shirt.,"isa_wn(pay phone, payphone)","[[""pay phone"",""payphone""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""pay phone"",""lemma"":""pay phone"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""pay phone"",""pos_tags"":[""NN"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""payphone"",""lemma"":""payphone"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""payphone"",""pos_tags"":[""NN""]}]}]"
4718146904.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,valid,,A man selling donuts to a customer during a world exhibition event held in the city of Angeles,A man selling donuts to a customer.,NO_RELATION,[],0,0,0,0,0,[]
4729191874.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,valid,,A woman in a brown shirt and a man in a hat cross the street.,A man and woman are walking in the street.,"isa_wn(cross, walk); isa_wn(street, street)","[[""cross"",""walk""],[""street"",""street""]]",0,3,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""cross"",""lemma"":""cross"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""cross"",""pos_tags"":[""VBZ""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""walk"",""lemma"":""walk"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""street"",""lemma"":""street"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""street"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""street"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""street"",""lemma"":""street"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""street"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""street"",""pos_tags"":[""NN""]}]}]"
4729746211.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,valid,,A man in a hat is working with golden colored flowers.,"A man in a hat is working with flowers,",NO_RELATION,[],0,0,0,0,0,[]
4734,lasha,openai/gpt-5.4-mini,1,valid,,A man is fitting a silencer to a pistol,A man is applying a silencer to a gun,"isa_wn(pistol, gun); isa_wn(fit, apply)","[[""fit"",""apply""],[""pistol"",""gun""]]",0,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""fit"",""lemma"":""fit"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""apply"",""lemma"":""apply"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""pistol"",""lemma"":""pistol"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""pistol"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""gun"",""lemma"":""gun"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""gun"",""pos_tags"":[""NN""]}]}]"
4734162520.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,valid,,Police officer and his motorcycle in a crowd of people at a protest.,A police officer is on his motorcycle.,"isa_wn(in a crowd of people, on his motorcycle)","[[""in a crowd of people"",""on his motorcycle""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""in a crowd of people"",""lemma"":""in a crowd of people"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""in a crowd of people"",""pos_tags"":[""IN"",""DT"",""NN"",""IN"",""NNS""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""on his motorcycle"",""lemma"":""on his motorcycle"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""on his motorcycle"",""pos_tags"":[""IN"",""PRP$"",""NN""]}]}]"
4740975956.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,valid,,Tall man being stopped by an officer.,There is a tall man.,NO_RELATION,[],0,0,0,0,0,[]
4760159167.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,valid,,A man walking by a cement column next to the sea.,There is a person near some water.,"isa_wn(man, person); isa_wn(sea, water); isa_wn(next to, near)","[[""man"",""person""],[""next to"",""near""],[""sea"",""water""]]",0,6,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""man"",""lemma"":""man"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""person"",""lemma"":""person"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""next to"",""lemma"":""next to"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""next to"",""pos_tags"":[""IN"",""TO""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""near"",""lemma"":""near"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""near"",""pos_tags"":[""IN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""sea"",""lemma"":""sea"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sea"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""water"",""lemma"":""water"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""water"",""pos_tags"":[""NN""]}]}]"
4766,lasha,openai/gpt-5.4-mini,1,non_entailment,,A man is cooking a snake,A man is roasting a snake,NO_RELATION,,0,0,0,0,0,
4769459188.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,valid,,A smiling man wearing a football jersey is carrying a stack of video games.,The man totes the video games,"isa_wn(carry, tote); isa_wn(stack of video games, video games)","[[""carry"",""tote""],[""stack of video game"",""video games""]]",1,0,2,1,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""carry"",""lemma"":""carry"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""tote"",""lemma"":""tote"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""stack of video games"",""lemma"":""stack of video game"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""stack of video games"",""pos_tags"":[""NN"",""IN"",""JJ"",""NNS""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""video games"",""lemma"":""video games"",""decision"":""ambiguous"",""POS_evidence"":[{""sentence"":""premise"",""span"":""video games"",""pos_tags"":[""JJ"",""NNS""]},{""sentence"":""hypothesis"",""span"":""video games"",""pos_tags"":[""NN"",""NNS""]}]}]"
477990943.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,valid,,A girl with black hair and a green shirt has taken several bites from a fresh green apple.,The girl is eating in this picture.,"isa_wn(have taken several bites from, eat)","[[""have taken several bites from"",""eat""]]",0,0,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""have taken several bites from"",""lemma"":""have taken several bites from"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""eat"",""lemma"":""eat"",""decision"":""absent"",""POS_evidence"":[]}]"
4786470364.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,valid,,A man in a blue shirt and light blue cap walks by a working scale model of an antique freight train.,a guy with a shirt and hat walks past a train,"isa_wn(man, guy); isa_wn(walk by, walk past); isa_wn(scale model, train); isa_wn(cap, hat)","[[""cap"",""hat""],[""man"",""guy""],[""scale model"",""train""],[""walk by"",""walk past""]]",0,6,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""cap"",""lemma"":""cap"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""cap"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""hat"",""lemma"":""hat"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""hat"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""man"",""lemma"":""man"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""guy"",""lemma"":""guy"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""guy"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""scale model"",""lemma"":""scale model"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""scale model"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""train"",""lemma"":""train"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""train"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""train"",""pos_tags"":[""NN""]}]},{""relation_index"":4,""argument_index"":1,""argument"":""walk by"",""lemma"":""walk by"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":4,""argument_index"":2,""argument"":""walk past"",""lemma"":""walk past"",""decision"":""absent"",""POS_evidence"":[]}]"
4803960387.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,non_entailment,,A man wearing a white and blue shirt cooking corn on the cob while a different man buys a piece of corn.,A man is holding to some vegetables near another man.,NO_RELATION,,0,0,0,0,0,
4813609768.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,valid,,A woman in a blue shirt stands with her hands on her hips.,The woman in the blue shirt is touching herself.,NO_RELATION,[],0,0,0,0,0,[]
481887827.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,valid,,A group of people sit before a campfire.,People are around a fire,"isa_wn(campfire, fire); isa_wn(sit before, around)","[[""campfire"",""fire""],[""sit before"",""around""]]",0,4,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""campfire"",""lemma"":""campfire"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""campfire"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""fire"",""lemma"":""fire"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""fire"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""sit before"",""lemma"":""sit before"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sit before"",""pos_tags"":[""VBP"",""IN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""around"",""lemma"":""around"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""around"",""pos_tags"":[""IN""]}]}]"
481888930.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,valid,,A woman with sneakers and a skirt is sweeping out a storage building.,Casually dressed woman cleans out storage building.,"isa_wn(sweeping out, cleans out); isa_wn(sneakers and a skirt, casually dressed)","[[""sneaker and a skirt"",""casually dress""],[""sweep out"",""clean out""]]",4,0,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""sneakers and a skirt"",""lemma"":""sneaker and a skirt"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sneakers and a skirt"",""pos_tags"":[""NNS"",""CC"",""DT"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""casually dressed"",""lemma"":""casually dress"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""Casually dressed"",""pos_tags"":[""RB"",""VBN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""sweeping out"",""lemma"":""sweep out"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sweeping out"",""pos_tags"":[""VBG"",""RP""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""cleans out"",""lemma"":""clean out"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""cleans out"",""pos_tags"":[""VBZ"",""RP""]}]}]"
4820830153.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,valid,,A local street in an Arabic country where there is a market selling Coca-Cola.,A market is selling soft drinks in an Arabic country.,"isa_wn(coca-cola, soft drink)","[[""coca-cola"",""soft drink""]]",0,1,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""coca-cola"",""lemma"":""coca-cola"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""Coca-Cola"",""pos_tags"":[""NNP""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""soft drink"",""lemma"":""soft drink"",""decision"":""absent"",""POS_evidence"":[]}]"
4833879670.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,valid,,"A man is standing on the sidewalk, playing a guitar and singing, with a container of tips by him.",A man is performing outside.,"isa_wn(playing guitar and singing, performing); isa_wn(sidewalk, outside)","[[""playing guitar and singing"",""perform""],[""sidewalk"",""outside""]]",1,2,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""playing guitar and singing"",""lemma"":""playing guitar and singing"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""performing"",""lemma"":""perform"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""performing"",""pos_tags"":[""VBG""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""sidewalk"",""lemma"":""sidewalk"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sidewalk"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""outside"",""lemma"":""outside"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""outside"",""pos_tags"":[""JJ""]}]}]"
4851047049.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,valid,,A man playing a guitar while a woman in a checks the oven.,A man plays an instrument.,"isa_wn(guitar, instrument)","[[""guitar"",""instrument""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""guitar"",""lemma"":""guitar"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""guitar"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""instrument"",""lemma"":""instrument"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""instrument"",""pos_tags"":[""NN""]}]}]"
4876043682.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,valid,,A boy rides on a camel in a crowded area while talking on his cellphone.,A boy is riding an animal.,"isa_wn(camel, animal); isa_wn(ride, is riding)","[[""camel"",""animal""],[""ride"",""be rid""]]",1,2,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""camel"",""lemma"":""camel"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""camel"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""animal"",""lemma"":""animal"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""animal"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""ride"",""lemma"":""ride"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""is riding"",""lemma"":""be rid"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""is riding"",""pos_tags"":[""VBZ"",""VBG""]}]}]"
4887879873.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,valid,,A man wearing a black jacket stands next to a body of water.,A person is outside near some water.,"isa_wn(man, person); isa_wn(body of water, water); isa_wn(next to, near)","[[""body of water"",""water""],[""man"",""person""],[""next to"",""near""]]",0,6,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""body of water"",""lemma"":""body of water"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""body of water"",""pos_tags"":[""NN"",""IN"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""water"",""lemma"":""water"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""water"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""water"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""man"",""lemma"":""man"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""person"",""lemma"":""person"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""next to"",""lemma"":""next to"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""next to"",""pos_tags"":[""JJ"",""TO""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""near"",""lemma"":""near"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""near"",""pos_tags"":[""IN""]}]}]"
489,lasha,openai/gpt-5.4-mini,1,non_entailment,,There is no dog playing with a red ball,Two daschunds are playing with a red ball,NO_RELATION,,0,0,0,0,0,
4894267064.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,valid,,2 woman walking down the street next to graffiti,The woman are by grafitti.,"isa_wn(walk down the street next to graffiti, be by graffiti); isa_wn(2 woman, woman)","[[""2 woman"",""woman""],[""walk down the street next to graffiti"",""be by graffiti""]]",0,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""2 woman"",""lemma"":""2 woman"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""2 woman"",""pos_tags"":[""CD"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""woman"",""lemma"":""woman"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""woman"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""woman"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""walk down the street next to graffiti"",""lemma"":""walk down the street next to graffiti"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""be by graffiti"",""lemma"":""be by graffiti"",""decision"":""absent"",""POS_evidence"":[]}]"
4909669888.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,valid,,A Black woman on the street is talking on her cellphone.,A black woman is on her phone.,"isa_wn(cellphone, phone)","[[""cellphone"",""phone""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""cellphone"",""lemma"":""cellphone"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""cellphone"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""phone"",""lemma"":""phone"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""phone"",""pos_tags"":[""NN""]}]}]"
4915658588.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,valid,,Three people wearing black chatting on a street corner.,Three people are talking outside.,"isa_wn(chatting, talking); isa_wn(street corner, outside)","[[""chat"",""talk""],[""street corner"",""outside""]]",2,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""chatting"",""lemma"":""chat"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""chatting"",""pos_tags"":[""VBG""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""talking"",""lemma"":""talk"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""talking"",""pos_tags"":[""VBG""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""street corner"",""lemma"":""street corner"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""street corner"",""pos_tags"":[""NN"",""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""outside"",""lemma"":""outside"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""outside"",""pos_tags"":[""IN""]}]}]"
4916,lasha,openai/gpt-5.4-mini,1,valid,,A man is singing and playing a guitar,A man is singing and playing a musical instrument,"isa_wn(guitar, musical instrument)","[[""guitar"",""musical instrument""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""guitar"",""lemma"":""guitar"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""guitar"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""musical instrument"",""lemma"":""musical instrument"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""musical instrument"",""pos_tags"":[""JJ"",""NN""]}]}]"
4929903531.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,valid,,A child is looking at some colorful dresses.,A person is looking at some colorful dresses.,"isa_wn(child, person)","[[""child"",""person""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""child"",""lemma"":""child"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""child"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""person"",""lemma"":""person"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]}]"
493507605.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,valid,,Two black dogs run along the green grass.,Two dogs run along the lawn.,"isa_wn(black dog, dog); isa_wn(grass, lawn)","[[""black dog"",""dog""],[""grass"",""lawn""]]",0,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""black dog"",""lemma"":""black dog"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""dog"",""lemma"":""dog"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""grass"",""lemma"":""grass"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""grass"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""lawn"",""lemma"":""lawn"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""lawn"",""pos_tags"":[""NN""]}]}]"
4935241932.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,valid,,A green bike is parked next to a door.,The bike is outside.,"isa_wn(next to, outside)","[[""next to"",""outside""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""next to"",""lemma"":""next to"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""next to"",""pos_tags"":[""JJ"",""TO""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""outside"",""lemma"":""outside"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""outside"",""pos_tags"":[""JJ""]}]}]"
