ID,prompt,model,repeat,relation_index,argument_index,status,argument,lemma,decision,POS_evidence_json,premise,hypothesis
3101378069.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,3,2,valid,woman,woman,unchanged,"[{""sentence"":""hypothesis"",""span"":""woman"",""pos_tags"":[""NN""]}]",A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.
3101378069.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,4,1,valid,things,thing,changed,"[{""sentence"":""premise"",""span"":""things"",""pos_tags"":[""NNS""]}]",A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.
3101378069.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,4,2,valid,items,item,changed,"[{""sentence"":""hypothesis"",""span"":""items"",""pos_tags"":[""NNS""]}]",A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.
3106022785.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,dressed as dorothy from the wizard of oz,dressed as dorothy from the wizard of oz,absent,[],"A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant.",Somebody who is depicted is wearing a costume from a movie.
3106022785.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,wearing a costume from a movie,wear a costume from a movie,changed,"[{""sentence"":""hypothesis"",""span"":""wearing a costume from a movie"",""pos_tags"":[""VBG"",""DT"",""NN"",""IN"",""DT"",""NN""]}]","A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant.",Somebody who is depicted is wearing a costume from a movie.
3106022785.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,2,1,valid,woman,woman,unchanged,"[{""sentence"":""premise"",""span"":""woman"",""pos_tags"":[""NN""]}]","A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant.",Somebody who is depicted is wearing a costume from a movie.
3106022785.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,2,2,valid,somebody,somebody,unchanged,"[{""sentence"":""hypothesis"",""span"":""Somebody"",""pos_tags"":[""NN""]}]","A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant.",Somebody who is depicted is wearing a costume from a movie.
311,lasha,openai/gpt-5.4-mini,1,1,1,valid,group of people,group of people,unchanged,"[{""sentence"":""premise"",""span"":""group of people"",""pos_tags"":[""NN"",""IN"",""NNS""]}]",A group of people is near the ocean,A crowd of people is near the water
311,lasha,openai/gpt-5.4-mini,1,1,2,valid,crowd of people,crowd of people,unchanged,"[{""sentence"":""hypothesis"",""span"":""crowd of people"",""pos_tags"":[""NN"",""IN"",""NNS""]}]",A group of people is near the ocean,A crowd of people is near the water
311,lasha,openai/gpt-5.4-mini,1,2,1,valid,ocean,ocean,unchanged,"[{""sentence"":""premise"",""span"":""ocean"",""pos_tags"":[""NN""]}]",A group of people is near the ocean,A crowd of people is near the water
311,lasha,openai/gpt-5.4-mini,1,2,2,valid,water,water,unchanged,"[{""sentence"":""hypothesis"",""span"":""water"",""pos_tags"":[""NN""]}]",A group of people is near the ocean,A crowd of people is near the water
3115354165.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,ollie,ollie,absent,[],a skateboarder ollies.,Someone is on a board with four wheels.
3115354165.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,be on a board with four wheel,be on a board with four wheel,absent,[],a skateboarder ollies.,Someone is on a board with four wheels.
3115354165.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,2,1,valid,skateboarder,skateboarder,unchanged,"[{""sentence"":""premise"",""span"":""skateboarder"",""pos_tags"":[""NN""]}]",a skateboarder ollies.,Someone is on a board with four wheels.
3115354165.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,2,2,valid,someone,someone,unchanged,"[{""sentence"":""hypothesis"",""span"":""Someone"",""pos_tags"":[""NN""]}]",a skateboarder ollies.,Someone is on a board with four wheels.
3122,lasha,openai/gpt-5.4-mini,1,1,1,valid,eye liner,eye liner,unchanged,"[{""sentence"":""premise"",""span"":""eye liner"",""pos_tags"":[""NN"",""NN""]}]",A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid
3122,lasha,openai/gpt-5.4-mini,1,1,2,valid,cosmetics,cosmetic,changed,"[{""sentence"":""hypothesis"",""span"":""cosmetics"",""pos_tags"":[""NNS""]}]",A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid
3122,lasha,openai/gpt-5.4-mini,1,2,1,valid,pencil for eyes,pencil for eye,changed,"[{""sentence"":""premise"",""span"":""pencil for eyes"",""pos_tags"":[""NN"",""IN"",""NNS""]}]",A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid
3122,lasha,openai/gpt-5.4-mini,1,2,2,valid,eye liner,eye liner,unchanged,"[{""sentence"":""premise"",""span"":""eye liner"",""pos_tags"":[""NN"",""NN""]}]",A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid
312691128.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,flipping over,flipping over,unchanged,"[{""sentence"":""premise"",""span"":""flipping over"",""pos_tags"":[""NN"",""IN""]}]",A man in hat and apron flipping over his pancake by tossing it in the air back to the pan.,The male is cooking food.
312691128.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,cooking,cook,changed,"[{""sentence"":""hypothesis"",""span"":""cooking"",""pos_tags"":[""VBG""]}]",A man in hat and apron flipping over his pancake by tossing it in the air back to the pan.,The male is cooking food.
312691128.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,2,1,valid,pancake,pancake,unchanged,"[{""sentence"":""premise"",""span"":""pancake"",""pos_tags"":[""NN""]}]",A man in hat and apron flipping over his pancake by tossing it in the air back to the pan.,The male is cooking food.
312691128.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,2,2,valid,food,food,unchanged,"[{""sentence"":""hypothesis"",""span"":""food"",""pos_tags"":[""NN""]}]",A man in hat and apron flipping over his pancake by tossing it in the air back to the pan.,The male is cooking food.
3168293517.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,holding,hold,changed,"[{""sentence"":""premise"",""span"":""holding"",""pos_tags"":[""VBG""]}]",A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.
3168293517.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,holds,hold,changed,"[{""sentence"":""hypothesis"",""span"":""holds"",""pos_tags"":[""VBZ""]}]",A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.
3168293517.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,2,1,valid,in a blue shirt,in a blue shirt,unchanged,"[{""sentence"":""premise"",""span"":""in a blue shirt"",""pos_tags"":[""IN"",""DT"",""JJ"",""NN""]}]",A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.
3168293517.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,2,2,valid,dressed in blue,dress in blue,changed,"[{""sentence"":""hypothesis"",""span"":""dressed in blue"",""pos_tags"":[""VBD"",""IN"",""JJ""]}]",A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.
3168293517.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,3,1,valid,little boy,little boy,unchanged,"[{""sentence"":""premise"",""span"":""little boy"",""pos_tags"":[""JJ"",""NN""]}]",A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.
3168293517.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,3,2,valid,boy,boy,unchanged,"[{""sentence"":""premise"",""span"":""boy"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""Boy"",""pos_tags"":[""NNP""]}]",A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.
3181701312.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,take a nap,take a nap,absent,[],A man takes a nap on the sidewalk in a busy city.,Someone is asleep on a sidewalk.
3181701312.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,asleep,asleep,unchanged,"[{""sentence"":""hypothesis"",""span"":""asleep"",""pos_tags"":[""RB""]}]",A man takes a nap on the sidewalk in a busy city.,Someone is asleep on a sidewalk.
3182517887.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,small boy,small boy,unchanged,"[{""sentence"":""premise"",""span"":""small boy"",""pos_tags"":[""JJ"",""NN""]}]",A man with a tattoo is wearing sunglasses while holding a small boy.,There is a man with body art who is holding a young person.
3182517887.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,young person,young person,unchanged,"[{""sentence"":""hypothesis"",""span"":""young person"",""pos_tags"":[""JJ"",""NN""]}]",A man with a tattoo is wearing sunglasses while holding a small boy.,There is a man with body art who is holding a young person.
3182517887.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,2,1,valid,tattoo,tattoo,unchanged,"[{""sentence"":""premise"",""span"":""tattoo"",""pos_tags"":[""NN""]}]",A man with a tattoo is wearing sunglasses while holding a small boy.,There is a man with body art who is holding a young person.
3182517887.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,2,2,valid,body art,body art,unchanged,"[{""sentence"":""hypothesis"",""span"":""body art"",""pos_tags"":[""JJ"",""NN""]}]",A man with a tattoo is wearing sunglasses while holding a small boy.,There is a man with body art who is holding a young person.
320199844.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,santa claus costume,santa claus costume,unchanged,"[{""sentence"":""premise"",""span"":""Santa Claus costume"",""pos_tags"":[""NNP"",""NNP"",""NN""]}]",A man in a Santa Claus costume is sitting on a wooden chair holding a microphone and a stringed instrument.,The man is wearing a costume.
320199844.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,costume,costume,unchanged,"[{""sentence"":""premise"",""span"":""costume"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""costume"",""pos_tags"":[""NN""]}]",A man in a Santa Claus costume is sitting on a wooden chair holding a microphone and a stringed instrument.,The man is wearing a costume.
3208032657.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,powerwashing,powerwash,changed,"[{""sentence"":""premise"",""span"":""powerwashing"",""pos_tags"":[""VBG""]}]",A person powerwashing stairs leading down to a pool.,a person washes stairs
3208032657.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,washes,wash,changed,"[{""sentence"":""hypothesis"",""span"":""washes"",""pos_tags"":[""VBZ""]}]",A person powerwashing stairs leading down to a pool.,a person washes stairs
3232994074.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,child,child,unchanged,"[{""sentence"":""premise"",""span"":""child"",""pos_tags"":[""JJ""]}]",A man and child working on a puzzle.,An adult and a kid are engaged in an activity.
3232994074.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,kid,kid,unchanged,"[{""sentence"":""hypothesis"",""span"":""kid"",""pos_tags"":[""NN""]}]",A man and child working on a puzzle.,An adult and a kid are engaged in an activity.
3232994074.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,2,1,valid,man,man,unchanged,"[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]",A man and child working on a puzzle.,An adult and a kid are engaged in an activity.
3232994074.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,2,2,valid,adult,adult,unchanged,"[{""sentence"":""hypothesis"",""span"":""adult"",""pos_tags"":[""NN""]}]",A man and child working on a puzzle.,An adult and a kid are engaged in an activity.
3232994074.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,3,1,valid,working on a puzzle,work on a puzzle,changed,"[{""sentence"":""premise"",""span"":""working on a puzzle"",""pos_tags"":[""VBG"",""IN"",""DT"",""NN""]}]",A man and child working on a puzzle.,An adult and a kid are engaged in an activity.
3232994074.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,3,2,valid,engaged in an activity,engage in an activity,changed,"[{""sentence"":""hypothesis"",""span"":""engaged in an activity"",""pos_tags"":[""VBN"",""IN"",""DT"",""NN""]}]",A man and child working on a puzzle.,An adult and a kid are engaged in an activity.
3250,lasha,openai/gpt-5.4-mini,1,1,1,valid,placing,place,changed,"[{""sentence"":""premise"",""span"":""placing"",""pos_tags"":[""VBG""]}]",A woman is placing two eggs into a pot of water,A woman is putting two eggs into a pot of water
3250,lasha,openai/gpt-5.4-mini,1,1,2,valid,putting,put,changed,"[{""sentence"":""hypothesis"",""span"":""putting"",""pos_tags"":[""VBG""]}]",A woman is placing two eggs into a pot of water,A woman is putting two eggs into a pot of water
3256433677.jpg#2r1n,lasha,openai/gpt-5.4-mini,1,1,1,valid,prepare to run,prepare to run,absent,[],"A woman, in a green shirt, preparing to run on a treadmill.",A woman is getting a workout.
3256433677.jpg#2r1n,lasha,openai/gpt-5.4-mini,1,1,2,valid,get a workout,get a workout,absent,[],"A woman, in a green shirt, preparing to run on a treadmill.",A woman is getting a workout.
326456451.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,rottweiler,rottweiler,unchanged,"[{""sentence"":""premise"",""span"":""rottweiler"",""pos_tags"":[""NN""]}]",A rottweiler running.,An animal is running.
326456451.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,animal,animal,unchanged,"[{""sentence"":""hypothesis"",""span"":""animal"",""pos_tags"":[""NN""]}]",A rottweiler running.,An animal is running.
3375549004.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,carrying things,carry thing,changed,"[{""sentence"":""premise"",""span"":""carrying things"",""pos_tags"":[""VBG"",""NNS""]}]",Men walk in line carrying things.,"While carrying their load, the men walked one behind the other."
3375549004.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,carrying their load,carry their load,changed,"[{""sentence"":""hypothesis"",""span"":""carrying their load"",""pos_tags"":[""VBG"",""PRP$"",""NN""]}]",Men walk in line carrying things.,"While carrying their load, the men walked one behind the other."
3375549004.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,2,1,valid,walk in line,walk in line,unchanged,"[{""sentence"":""premise"",""span"":""walk in line"",""pos_tags"":[""NN"",""IN"",""NN""]}]",Men walk in line carrying things.,"While carrying their load, the men walked one behind the other."
3375549004.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,2,2,valid,walk one behind the other,walk one behind the other,absent,[],Men walk in line carrying things.,"While carrying their load, the men walked one behind the other."
3383037991.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,some paper,some paper,unchanged,"[{""sentence"":""premise"",""span"":""some paper"",""pos_tags"":[""DT"",""NN""]}]",A dog looks content sitting on a bed after ripping up some paper,a dog sitting on a bed after ripping up paper.
3383037991.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,paper,paper,unchanged,"[{""sentence"":""premise"",""span"":""paper"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""paper"",""pos_tags"":[""NN""]}]",A dog looks content sitting on a bed after ripping up some paper,a dog sitting on a bed after ripping up paper.
342289865.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,button up shirt,button up shirt,unchanged,"[{""sentence"":""premise"",""span"":""button up shirt"",""pos_tags"":[""NN"",""RP"",""NN""]}]",Man in brown and red checkered button up shirt and blue jeans makes a male and female laugh.,A person in casual clothing is causing two others to be merry.
342289865.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,casual clothing,casual clothing,unchanged,"[{""sentence"":""hypothesis"",""span"":""casual clothing"",""pos_tags"":[""JJ"",""NN""]}]",Man in brown and red checkered button up shirt and blue jeans makes a male and female laugh.,A person in casual clothing is causing two others to be merry.
342289865.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,2,1,valid,laugh,laugh,unchanged,"[{""sentence"":""premise"",""span"":""laugh"",""pos_tags"":[""NN""]}]",Man in brown and red checkered button up shirt and blue jeans makes a male and female laugh.,A person in casual clothing is causing two others to be merry.
342289865.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,2,2,valid,be merry,be merry,unchanged,"[{""sentence"":""hypothesis"",""span"":""be merry"",""pos_tags"":[""VB"",""NN""]}]",Man in brown and red checkered button up shirt and blue jeans makes a male and female laugh.,A person in casual clothing is causing two others to be merry.
342289865.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,3,1,valid,make laugh,make laugh,absent,[],Man in brown and red checkered button up shirt and blue jeans makes a male and female laugh.,A person in casual clothing is causing two others to be merry.
342289865.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,3,2,valid,cause to be merry,cause to be merry,absent,[],Man in brown and red checkered button up shirt and blue jeans makes a male and female laugh.,A person in casual clothing is causing two others to be merry.
342289865.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,4,1,valid,man,man,unchanged,"[{""sentence"":""premise"",""span"":""Man"",""pos_tags"":[""NN""]}]",Man in brown and red checkered button up shirt and blue jeans makes a male and female laugh.,A person in casual clothing is causing two others to be merry.
342289865.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,4,2,valid,person,person,unchanged,"[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]",Man in brown and red checkered button up shirt and blue jeans makes a male and female laugh.,A person in casual clothing is causing two others to be merry.
3424908564.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,appears to be yelling,appear to be yell,changed,"[{""sentence"":""premise"",""span"":""appears to be yelling"",""pos_tags"":[""VBZ"",""TO"",""VB"",""VBG""]}]",A woman with red-hair and wearing a black tank top and short jeans shorts appears to be yelling.,A woman with red-hair screams.
3424908564.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,screams,scream,changed,"[{""sentence"":""hypothesis"",""span"":""screams"",""pos_tags"":[""NNS""]}]",A woman with red-hair and wearing a black tank top and short jeans shorts appears to be yelling.,A woman with red-hair screams.
3426144752.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,holds,hold,changed,"[{""sentence"":""premise"",""span"":""holds"",""pos_tags"":[""VBZ""]}]",The blond-haired and blue eyed child holds the wooden airplane in his hands.,A child is playing with a toy airplane.
3426144752.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,playing with,play with,changed,"[{""sentence"":""hypothesis"",""span"":""playing with"",""pos_tags"":[""VBG"",""IN""]}]",The blond-haired and blue eyed child holds the wooden airplane in his hands.,A child is playing with a toy airplane.
3426144752.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,2,1,valid,wooden airplane,wooden airplane,unchanged,"[{""sentence"":""premise"",""span"":""wooden airplane"",""pos_tags"":[""JJ"",""NN""]}]",The blond-haired and blue eyed child holds the wooden airplane in his hands.,A child is playing with a toy airplane.
3426144752.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,2,2,valid,toy airplane,toy airplane,unchanged,"[{""sentence"":""hypothesis"",""span"":""toy airplane"",""pos_tags"":[""NN"",""NN""]}]",The blond-haired and blue eyed child holds the wooden airplane in his hands.,A child is playing with a toy airplane.
3426724811.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,gurnee,gurnee,unchanged,"[{""sentence"":""premise"",""span"":""gurnee"",""pos_tags"":[""NN""]}]",Several men in protective suits are rolling a man on a gurnee.,A man is on a gurney
3426724811.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,gurney,gurney,unchanged,"[{""sentence"":""hypothesis"",""span"":""gurney"",""pos_tags"":[""NN""]}]",Several men in protective suits are rolling a man on a gurnee.,A man is on a gurney
3440104178.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,hold ball in mouth,hold ball in mouth,absent,[],A dog with big ears holds a ball in his mouth.,The dog has big ears.
3440104178.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,have,have,absent,[],A dog with big ears holds a ball in his mouth.,The dog has big ears.
3455964125.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,dressed as a princess,dress as a princess,changed,"[{""sentence"":""premise"",""span"":""dressed as a princess"",""pos_tags"":[""VBD"",""IN"",""DT"",""NN""]}]","A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo.","A female with clothes on is on a moving vehicle, waving her hands left to right in the air."
3455964125.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,with clothes on,with clothes on,unchanged,"[{""sentence"":""hypothesis"",""span"":""with clothes on"",""pos_tags"":[""IN"",""NNS"",""IN""]}]","A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo.","A female with clothes on is on a moving vehicle, waving her hands left to right in the air."
3455964125.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,2,1,valid,ride,ride,unchanged,"[{""sentence"":""premise"",""span"":""ride"",""pos_tags"":[""NN""]}]","A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo.","A female with clothes on is on a moving vehicle, waving her hands left to right in the air."
3455964125.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,2,2,valid,moving vehicle,move vehicle,changed,"[{""sentence"":""hypothesis"",""span"":""moving vehicle"",""pos_tags"":[""VBG"",""NN""]}]","A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo.","A female with clothes on is on a moving vehicle, waving her hands left to right in the air."
3455964125.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,3,1,valid,waving,wave,changed,"[{""sentence"":""premise"",""span"":""waving"",""pos_tags"":[""VBG""]},{""sentence"":""hypothesis"",""span"":""waving"",""pos_tags"":[""VBG""]}]","A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo.","A female with clothes on is on a moving vehicle, waving her hands left to right in the air."
3455964125.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,3,2,valid,waving her hands left to right in the air,wave her hand leave to right in the air,changed,"[{""sentence"":""hypothesis"",""span"":""waving her hands left to right in the air"",""pos_tags"":[""VBG"",""PRP$"",""NNS"",""VBN"",""TO"",""VB"",""IN"",""DT"",""NN""]}]","A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo.","A female with clothes on is on a moving vehicle, waving her hands left to right in the air."
3471514734.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,brush teeth,brush teeth,absent,[],A small girl in a blue shirt with a posy pattern brushes her teeth with a red and yellow toothbrush.,The girl is cleaning her teeth with a colorful toothbrush
3471514734.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,clean teeth,clean teeth,absent,[],A small girl in a blue shirt with a posy pattern brushes her teeth with a red and yellow toothbrush.,The girl is cleaning her teeth with a colorful toothbrush
3471514734.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,2,1,valid,red and yellow,red and yellow,unchanged,"[{""sentence"":""premise"",""span"":""red and yellow"",""pos_tags"":[""JJ"",""CC"",""JJ""]}]",A small girl in a blue shirt with a posy pattern brushes her teeth with a red and yellow toothbrush.,The girl is cleaning her teeth with a colorful toothbrush
3471514734.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,2,2,valid,colorful,colorful,unchanged,"[{""sentence"":""hypothesis"",""span"":""colorful"",""pos_tags"":[""JJ""]}]",A small girl in a blue shirt with a posy pattern brushes her teeth with a red and yellow toothbrush.,The girl is cleaning her teeth with a colorful toothbrush
347186933.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,blue fabric,blue fabric,unchanged,"[{""sentence"":""premise"",""span"":""blue fabric"",""pos_tags"":[""JJ"",""NN""]}]",A woman dangles from a blue fabric connected to a tree.,A woman is hanging from a tree.
347186933.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,fabric,fabric,unchanged,"[{""sentence"":""premise"",""span"":""fabric"",""pos_tags"":[""NN""]}]",A woman dangles from a blue fabric connected to a tree.,A woman is hanging from a tree.
347186933.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,2,1,valid,dangle,dangle,absent,[],A woman dangles from a blue fabric connected to a tree.,A woman is hanging from a tree.
347186933.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,2,2,valid,hang,hang,absent,[],A woman dangles from a blue fabric connected to a tree.,A woman is hanging from a tree.
3479245321.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,campsite,campsite,unchanged,"[{""sentence"":""premise"",""span"":""campsite"",""pos_tags"":[""NN""]}]",Concentration campsite.,A concentration camp.
3479245321.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,camp,camp,unchanged,"[{""sentence"":""hypothesis"",""span"":""camp"",""pos_tags"":[""NN""]}]",Concentration campsite.,A concentration camp.
3486059684.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,highly decorated,highly decorate,changed,"[{""sentence"":""premise"",""span"":""highly decorated"",""pos_tags"":[""RB"",""VBN""]}]",The restaurant employee is preparing sandwiches in the highly decorated kitchen.,A service worker is making food in a nice kitchen.
3486059684.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,nice,nice,unchanged,"[{""sentence"":""hypothesis"",""span"":""nice"",""pos_tags"":[""JJ""]}]",The restaurant employee is preparing sandwiches in the highly decorated kitchen.,A service worker is making food in a nice kitchen.
3486059684.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,2,1,valid,prepare,prepare,absent,[],The restaurant employee is preparing sandwiches in the highly decorated kitchen.,A service worker is making food in a nice kitchen.
3486059684.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,2,2,valid,make,make,absent,[],The restaurant employee is preparing sandwiches in the highly decorated kitchen.,A service worker is making food in a nice kitchen.
3486059684.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,3,1,valid,restaurant employee,restaurant employee,unchanged,"[{""sentence"":""premise"",""span"":""restaurant employee"",""pos_tags"":[""NN"",""NN""]}]",The restaurant employee is preparing sandwiches in the highly decorated kitchen.,A service worker is making food in a nice kitchen.
3486059684.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,3,2,valid,service worker,service worker,unchanged,"[{""sentence"":""hypothesis"",""span"":""service worker"",""pos_tags"":[""NN"",""NN""]}]",The restaurant employee is preparing sandwiches in the highly decorated kitchen.,A service worker is making food in a nice kitchen.
3486059684.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,4,1,valid,sandwich,sandwich,absent,[],The restaurant employee is preparing sandwiches in the highly decorated kitchen.,A service worker is making food in a nice kitchen.
3486059684.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,4,2,valid,food,food,unchanged,"[{""sentence"":""hypothesis"",""span"":""food"",""pos_tags"":[""NN""]}]",The restaurant employee is preparing sandwiches in the highly decorated kitchen.,A service worker is making food in a nice kitchen.
3500136982.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,1,1,valid,crouch down,crouch down,unchanged,"[{""sentence"":""premise"",""span"":""crouch down"",""pos_tags"":[""VBP"",""RP""]}]",A line of rollerbladers crouch down aerodynamically,A group of rollerbladers are crouching.
3500136982.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,1,2,valid,crouch,crouch,unchanged,"[{""sentence"":""premise"",""span"":""crouch"",""pos_tags"":[""VBP""]}]",A line of rollerbladers crouch down aerodynamically,A group of rollerbladers are crouching.
3500136982.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,2,1,valid,line,line,unchanged,"[{""sentence"":""premise"",""span"":""line"",""pos_tags"":[""NN""]}]",A line of rollerbladers crouch down aerodynamically,A group of rollerbladers are crouching.
